, Emotion, Text
1830,kesal,Saya merasa kesal dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka sering lambat dan tidak memberikan penjelasan yang jelas.
1831,kecewa,Saya merasa kecewa dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka tidak sigap menanggapi masalah saya dan membuat saya kesulitan mencari solusi sendiri.
1832,sedih,Saya merasa sangat sedih dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka tidak sensitif terhadap permasalahan mahasiswa dan membuat saya merasa tidak dihargai.
1833,puas,Saya sangat puas dengan pelayanan tata usaha di kampus STAI Al-Azhary. Semua proses berjalan lancar dan petugasnya sangat membantu.
1834,senang,Saya merasa sangat senang dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka selalu memberikan solusi yang efektif dan mengatasi setiap kendala dengan cepat.
1835,biasa saja,Pelayanan tata usaha di kampus STAI Al-Azhary cukup biasa saja. Tidak ada yang istimewa
1836,kesal,Saya merasa kesal dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka terkesan cuek dan tidak menghargai waktu mahasiswa.
1837,kecewa,Saya merasa kecewa dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka tidak memberikan solusi yang memuaskan dan cenderung mengabaikan keluhan mahasiswa.
1838,sedih,Saya merasa sangat sedih dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka tidak responsif dan tidak peduli terhadap kesulitan yang saya hadapi.
1839,puas,Pelayanan tata usaha di kampus STAI Al-Azhary sungguh memuaskan. Mereka selalu membantu dengan senyum dan ramah dalam setiap kesempatan.
1840,senang,Saya merasa sangat senang dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka selalu memberikan pelayanan yang berkualitas dan responsif.
1841,biasa saja,Pelayanan tata usaha di kampus STAI Al-Azhary biasa saja. Tidak ada yang istimewa tapi juga tidak ada yang buruk. 
1842,kesal,Saya merasa kesal dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka sering membuat kesalahan dan terkesan tidak profesional.
1843,kecewa,Saya merasa kecewa dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka tidak mengatasi masalah dengan baik dan membuat saya kesulitan.
1844,sedih,Saya merasa sangat sedih dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka tidak empati dan tidak peduli dengan kesulitan yang saya hadapi.
1845,puas,Pelayanan tata usaha di kampus STAI Al-Azhary sungguh memuaskan. Mereka selalu memberikan solusi yang efektif dan membantu dengan ramah.
1846,senang,Saya merasa sangat senang dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka selalu memberikan respon cepat dan membantu dengan baik.
1847,biasa saja,Pelayanan tata usaha di kampus STAI Al-Azhary biasa saja. Tidak ada yang istimewa tetapi juga tidak ada yang buruk.
1848,kesal,Saya merasa kesal dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka sering lalai dan membuat saya harus mengulang proses berkali-kali.
1849,kecewa,Saya merasa kecewa dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka tidak memberikan informasi yang tepat dan membuat saya bingung.
1850,sedih,Saya merasa sangat sedih dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka tidak peduli dengan masalah yang saya hadapi dan membuat saya merasa terabaikan.
1851,puas,Pelayanan tata usaha di kampus STAI Al-Azhary sungguh memuaskan. Semua petugasnya selalu siap membantu dengan ramah dan sigap.
1852,senang,Saya sangat senang dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka selalu memberikan penjelasan yang jelas dan mendukung kebutuhan mahasiswa.
1853,biasa saja,Pelayanan tata usaha di kampus STAI Al-Azhary biasa saja. Tidak ada yang istimewa tetapi juga tidak ada yang buruk.
1854,kesal,Saya merasa kesal dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka sering kali lambat dalam menanggapi permohonan mahasiswa.
1855,kecewa,Saya merasa kecewa dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka tidak mengatasi masalah dengan serius dan tidak memberikan solusi yang tepat.
1856,sedih,Saya merasa sangat sedih dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka tidak sensitif terhadap kebutuhan mahasiswa dan cenderung bersikap acuh tak acuh.
1857,puas,Pelayanan tata usaha di kampus STAI Al-Azhary luar biasa. Mereka dengan sabar membantu mahasiswa dalam mengatasi berbagai kendala administrasi.
1858,senang,Saya sangat senang dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka memberikan solusi dengan cepat dan selalu memberikan informasi yang akurat.
1859,biasa saja,Pelayanan tata usaha di kampus STAI Al-Azhary biasa saja. Tidak ada yang istimewa tetapi juga tidak ada yang buruk.
1860,kesal,Saya merasa kesal dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka tidak responsif dan seringkali tidak menyelesaikan masalah dengan baik.
1861,kecewa,Saya merasa kecewa dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka cenderung cuek dan tidak memberikan perhatian yang cukup kepada mahasiswa.
1862,sedih,Saya merasa sangat sedih dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka tidak empati dan tidak mengerti kesulitan yang saya alami.
1863,puas,Pelayanan tata usaha di kampus STAI Al-Azhary sangat memuaskan. Petugasnya sangat ramah dan selalu siap membantu mahasiswa.
1864,senang,Saya sangat senang dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka selalu memberikan solusi yang efektif dan cepat.
1865,biasa saja,Pelayanan tata usaha di kampus STAI Al-Azhary biasa saja. Tidak ada yang istimewa tetapi juga tidak ada yang buruk.
1866,kesal,Saya merasa kesal dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka seringkali tidak responsif dan membuat saya menunggu lama.
1867,kecewa,Saya merasa kecewa dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka tidak memberikan informasi yang lengkap dan jelas.
1868,sedih,Saya merasa sangat sedih dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka tidak memiliki empati terhadap masalah yang saya hadapi.
1869,puas,Pelayanan tata usaha di kampus STAI Al-Azhary sangat memuaskan. Mereka selalu sigap menangani setiap permohonan mahasiswa dengan baik.
1870,senang,Saya sangat senang dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka selalu memberikan jawaban yang jelas dan membantu dengan penuh kesabaran.
1871,biasa saja,Pelayanan tata usaha di kampus STAI Al-Azhary berjalan dengan biasa saja. Tidak ada yang istimewa namun juga tidak ada keluhan besar.
1872,kesal,Saya merasa kesal dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka terkesan cuek dan seringkali tidak memberikan jawaban yang jelas.
1873,kecewa,Saya merasa kecewa dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka tidak menunjukkan inisiatif untuk membantu mahasiswa dengan baik.
1874,sedih,Saya merasa sangat sedih dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mereka tidak empati dan tidak mendengarkan keluhan mahasiswa.
1875,puas,Pelayanan tata usaha di kampus STAI Al-Azhary sungguh ciamik ????. Mereka gas poll dalam menangani urusan mahasiswa pantesan pada puas! 
1876,senang,Seneng banged deh ???? sama layanan tata usaha di kampus STAI Al-Azhary. Pelayanannya top markotop ?? ramah juga cepet ?????????? dalam ngebantu kita. Mantul pokoknya!
1877,biasa saja,Layanannya biasa aja sih ????gak ada yang istimewa tapi gak ada yang jahat juga kok.
1878,kesal,Alah ngapain sih kerjaannya gangguin mahasiswa? ?? Lagi diburu-buru malah ditolak mentah-mentah padahal gak ada alesannya! 
1879,kecewa,Ya ampun pelayanannya payah banget! ?? Ga ngerti apa-apa jadi tambah ribet aja urusannya! Mendingan gak usah ada layanan aja deh!
1880,sedih,Sedih banget deh ????  gak ada dukungan sama sekali dari tata usaha. Keluhan dibiarkan begitu aja malah ditambahin masalahnya.
1881,puas,Wah pelayanannya super mantap! ???? Tiap kali urusan di tata usaha selalu lancar jaya. Pelayannya ramah pula! ?? pelayanannya super mantap! Tiap kali urusan di tata usaha selalu lancar jaya. Pelayannya ramah pula!
1882,senang,Seneng banget deh ???? dengan pelayanan tata usaha di kampus STAI Al-Azhary. Gak pernah kecewa selalu asik dan nyambung!
1883,biasa saja,Layanannya biasa aja sih ????  gak ada yang istimewa tapi gak ada yang jahat juga kok.  gak ada yang istimewa tapi gak ada yang jahat juga kok.
1884,kesal,Ugh kesel banget! ???? Kenapa sih pelayanan di tata usaha kampus ini lama banget! Udah kayak permainan ular tangga aja urusannya.
1885,kecewa,Gila pelayanan tata usaha di kampus ini bikin kecewa ????. Gak ada tanggung jawab sama sekali malah buat masalah tambahan.
1886,sedih,Sedih banget deh ???? di kampus ini tata usahanya bikin nangis. Gak peka sama masalah mahasiswa sama sekali.
1887,puas,Pelayanan tata usaha di kampus STAI Al-Azhary mantap jiwa! ???? Udah kayak pelayanan bintang lima gitu. Nggak nyesel deh kuliah di sini.
1888,senang,Seneng banget deh ???? pelayanan tata usaha di kampus ini bikin hati adem. Selalu dibantu dengan sepenuh hati.
1889,biasa saja,Biasa aja sih ???? pelayanannya standar. Gak ada yang istimewa tapi juga gak bikin kesel.  pelayanannya standar. Gak ada yang istimewa tapi juga gak bikin kesel.
1890,kesal,Duh parah! ?????????? Pelayanan tata usaha kampus ini bikin kesel aja. Malas banget ngurusin urusan mahasiswa!
1891,kecewa,kok bisa ya ada pelayanan seburuk ini ???? gak ada niat bantu mahasiswa. Udah kayak dipojokkan aja.
1892,sedih,Sedih banget deh ???? pelayanan di kampus ini bikin nangis. Terasa kayak gak dihargai sama sekali.
1893,puas,Makasih banget deh ???? atas pelayanannya. Pokoknya recomended banget deh buat yang mau kuliah di sini!
1894,senang, Senangnya gak ketulungan! ???? Layanan tata usaha di kampus STAI Al-Azhary gokil baik banget pokoknya. Sukses terus yaa ????
1895,biasa saja,Ya gimana ya layanannya standar aja ????. Gak ada yang istimewa tapi juga gak ada yang bikin marah.
1896,kesal,Males banget deh ???? layanan tata usaha di kampus ini. Lama banget ngerjainnya bikin ngantuk aja.
1897,kecewa,Nggak ngerti deh kenapa pelayanan di kampus ini sejelek ini ???? bikin bete aja urusannya. Nggak rekomen deh!
1898,sedih,Bikin sedih aja deh ???? layanan tata usaha di kampus ini. Terasa gak dihargai sama sekali padahal udah berusaha.
1899,puas,Wah!!! puas banget deh ???? dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mantul pokoknya!
1900,senang,Yuhuu!!! senangnya gak tertahankan! ???? Layanan tata usaha di kampus STAI Al-Azhary juara. Selalu cepat dan membantu dengan baik.
1901,biasa saja,Biasa aja sih ???pelayanannya gak ada yang istimewa tapi juga gak bikin kesel.  pelayanannya gak ada yang istimewa tapi juga gak bikin kesel.
1902,kesal,Ugh kesel banget! ???? Kenapa sih pelayanan di tata usaha kampus ini lama banget! Udah kayak permainan ular tangga aja urusannya.
1903,kecewa,Gila pelayanan tata usaha di kampus ini bikin kecewa ????. Gak ada tanggung jawab sama sekali malah buat masalah tambahan.
1904,sedih,Sedih banget deh ???? di kampus ini tata usahanya bikin nangis. Gak peka sama masalah mahasiswa sama sekali.
1905,puas,Pelayanan tata usaha di kampus STAI Al-Azhary mantap jiwa! ???? Udah kayak pelayanan bintang lima gitu. Nggak nyesel deh kuliah di sini.
1906,senang,Seneng banget deh ???? pelayanan tata usaha di kampus ini bikin hati adem. Selalu dibantu dengan sepenuh hati.pelayanan tata usaha di kampus ini bikin hati adem. Selalu dibantu dengan sepenuh hati.
1907,biasa saja,Biasa aja sih ?? pelayanannya standar. Gak ada yang istimewa tapi juga gak bikin kesel.
1908,kesal,Duh parah! ?????????? Pelayanan tata usaha kampus ini bikin kesel aja. Malas banget ngurusin urusan mahasiswa!
1909,kecewa,Kok bisa ya ada pelayanan seburuk ini ???? gak ada niat bantu mahasiswa. Udah kayak dipojokkan aja.
1910,sedih,Sedih banget deh ???? pelayanan di kampus ini bikin nangis. Terasa kayak gak dihargai sama sekali.
1911,puas,Makasih banget deh ???? atas pelayanannya. Pokoknya recomended banget deh buat yang mau kuliah di sini!
1912,senang, senangnya gak ketulungan! ???? Layanan tata usaha di kampus STAI Al-Azhary gokil baik banget pokoknya. Sukses terus yaa ????.
1913,biasa saja,Ya gimana ya layanannya standar aja ????. Gak ada yang istimewa tapi juga gak ada yang bikin marah.
1914,kesal,Males banget deh ???? layanan tata usaha di kampus ini. Lama banget ngerjainnya bikin ngantuk aja.
1915,kecewa,Nggak ngerti deh kenapa pelayanan di kampus ini sejelek ini ???? bikin bete aja urusannya. Nggak rekomen deh!
1916,sedih,Bikin sedih aja deh ???? layanan tata usaha di kampus ini. Terasa gak dihargai sama sekali padahal udah berusaha.
1917,puas,Wah!!! puas banget deh ???? dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mantul pokoknya!
1918,senang,Yuhuu!!! senangnya gak tertahankan! ???? Layanan tata usaha di kampus STAI Al-Azhary juara. Selalu cepat dan membantu dengan baik.
1919,biasa saja,Biasa aja sih ???? pelayanannya gak ada yang istimewa tapi juga gak bikin kesel. 
1920,kesal,Duh!! parah! ?????????? Pelayanan tata usaha kampus ini bikin kesel aja. Malas banget ngurusin urusan mahasiswa!
1921,kecewa,Kok bisa ya ada pelayanan seburuk ini ???? gak ada niat bantu mahasiswa. Udah kayak dipojokkan aja.
1922,sedih,Sedih banget deh ???? pelayanan di kampus ini bikin nangis. Terasa kayak gak dihargai sama sekali.
1923,puas,Makasih banget deh ???? atas pelayanannya. Pokoknya recomended banget deh buat yang mau kuliah di sini!
1924,senang,senangnya gak ketulungan! ???? Layanan tata usaha di kampus STAI Al-Azhary gokil baik banget pokoknya. Sukses terus yaa ????
1925,biasa saja,Ya gimana ya layanannya standar aja ????. Gak ada yang istimewa tapi juga gak ada yang bikin marah.
1926,kesal,Males banget deh ???? layanan tata usaha di kampus ini. Lama banget ngerjainnya bikin ngantuk aja.
1927,kecewa,Nggak ngerti deh kenapa pelayanan di kampus ini sejelek ini ???? bikin bete aja urusannya. Nggak rekomen deh!
1928,sedih,Bikin sedih aja deh ???? layanan tata usaha di kampus ini. Terasa gak dihargai sama sekali padahal udah berusaha.
1929,puas,Wah!!! puas banget deh ???? dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mantul pokoknya!
1930,senang,Yuhuu!!! senangnya gak tertahankan! ???? Layanan tata usaha di kampus STAI Al-Azhary juara. Selalu cepat dan membantu dengan baik.
1931,biasa saja,Biasa aja sih ???? pelayanannya gak ada yang istimewa tapi juga gak bikin kesel.
1932,kesal,Duh!! parah! ?????????? Pelayanan tata usaha kampus ini bikin kesel aja. Malas banget ngurusin urusan mahasiswa!
1933,kecewa,Kok bisa ya ada pelayanan seburuk ini  gak ada niat bantu mahasiswa. Udah kayak dipojokkan aja.
1934,sedih,Sedih banget deh ???? pelayanan di kampus ini bikin nangis. Terasa kayak gak dihargai sama sekali.
1935,puas,Makasih banget deh ???? atas pelayanannya. Pokoknya recomended banget deh buat yang mau kuliah di sini!
1936,senang,Yay! senangnya gak ketulungan! ???? Layanan tata usaha di kampus STAI Al-Azhary gokil baik banget pokoknya. Sukses terus yaa ????.
1937,biasa saja,Ya gimana ya layanannya standar aja ????. Gak ada yang istimewa tapi juga gak ada yang bikin marah.
1938,kesal,Males banget deh ???? layanan tata usaha di kampus ini. Lama banget ngerjainnya bikin ngantuk aja.
1939,kecewa,Nggak ngerti deh kenapa pelayanan di kampus ini sejelek ini ???? bikin bete aja urusannya. Nggak rekomen deh!
1940,sedih,Bikin sedih aja deh ???? layanan tata usaha di kampus ini. Terasa gak dihargai sama sekali padahal udah berusaha.
1941,puas,Wah!!! puas banget deh ???? dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mantul pokoknya!
1942,senang,Yuhuu!!! senangnya gak tertahankan! ???? Layanan tata usaha di kampus STAI Al-Azhary juara. Selalu cepat dan membantu dengan baik.
1943,biasa saja,Biasa aja sih  pelayanannya gak ada yang istimewa tapi juga gak bikin kesel.
1944,kesal,Duh!! parah! ?????????? Pelayanan tata usaha kampus ini bikin kesel aja. Malas banget ngurusin urusan mahasiswa!
1945,kecewa,Kok bisa ya ada pelayanan seburuk ini  gak ada niat bantu mahasiswa. Udah kayak dipojokkan aja.
1946,sedih,Sedih banget deh pelayanan di kampus ini bikin nangis. Terasa kayak gak dihargai sama sekali.
1947,puas,Makasih banget deh ???? atas pelayanannya. Pokoknya recomended banget deh buat yang mau kuliah di sini!
1948,senang,Yay! senangnya gak ketulungan! ???? Layanan tata usaha di kampus STAI Al-Azhary gokil baik banget pokoknya. Sukses terus yaa ????.
1949,biasa saja,Ya gimana ya layanannya standar aja ????. Gak ada yang istimewa tapi juga gak ada yang bikin marah.
1950,kesal,Males banget deh ???? layanan tata usaha di kampus ini. Lama banget ngerjainnya bikin ngantuk aja.
1951,kecewa,Nggak ngerti deh kenapa pelayanan di kampus ini sejelek ini ???? bikin bete aja urusannya. Nggak rekomen deh!
1952,sedih,Bikin sedih aja deh ???? layanan tata usaha di kampus ini. Terasa gak dihargai sama sekali padahal udah berusaha.
1953,puas,Wah!!! puas banget deh ???? dengan pelayanan tata usaha di kampus STAI Al-Azhary. Mantul pokoknya!
1954,senang,Yuhuu!!! senangnya gak tertahankan! ???? Layanan tata usaha di kampus STAI Al-Azhary juara. Selalu cepat dan membantu dengan baik.
1955,biasa saja,Biasa aja sih pelayanannya gak ada yang istimewa tapi juga gak bikin kesel.
1956,kesal,Duh!! parah! ?????????? Pelayanan tata usaha kampus ini bikin kesel aja. Malas banget ngurusin urusan mahasiswa!
1957,kecewa,Kok bisa ya ada pelayanan seburuk ini  gak ada niat bantu mahasiswa. Udah kayak dipojokkan aja.
1958,sedih,Sedih banget dehpelayanan di kampus ini bikin nangis. Terasa kayak gak dihargai sama sekali.
1959,puas,Makasih banget deh ???? atas pelayanannya. Pokoknya recomended banget deh buat yang mau kuliah di sini!
1960,senang,Yay! senangnya gak ketulungan! ???? Layanan tata usaha di kampus STAI Al-Azhary gokil baik banget pokoknya. Sukses terus yaa ????.
1961,biasa saja,Ya gimana ya layanannya standar aja ????. Gak ada yang istimewa tapi juga gak ada yang bikin marah.
1962,kesal,Males banget deh ???? layanan tata usaha di kampus ini. Lama banget ngerjainnya bikin ngantuk aja.
1963,kecewa,Nggak ngerti deh kenapa pelayanan di kampus ini sejelek ini ???? bikin bete aja urusannya. Nggak rekomen deh!
